File:Method -> Volume | Difficulty | Effort
..\BL\src\test\java\ru\bmstu\iu7\src\testdata\AUserMother.java:ivanAUser -> 15.51 | 0.50 | 7.75
..\BL\src\test\java\ru\bmstu\iu7\src\testdata\QuestionnaireBuilder.java:buildAInformationTemplate -> 425.08 | 6.56 | 2789.60
..\BL\src\test\java\ru\bmstu\iu7\src\testdata\QuestionnaireMother.java:lenaQuestionnaire -> 326.98 | 6.24 | 2040.34
..\BL\src\test\java\ru\bmstu\iu7\src\testdata\QuestionnaireMother.java:iraQuestionnaire -> 307.16 | 5.76 | 1769.24
..\BL\src\test\java\ru\bmstu\iu7\src\testdata\QuestionnaireMother.java:differentVariantQuestionnaire -> 301.19 | 6.26 | 1885.74
..\BL\src\test\java\ru\bmstu\iu7\src\testdata\QuestionnaireMother.java:fullMatchQuestionnaire -> 288.44 | 5.22 | 1504.91
..\BL\src\test\java\ru\bmstu\iu7\src\testdata\QuestionnaireMother.java:fullMatchQuestionnaireOther -> 288.44 | 5.22 | 1504.91
..\BL\src\test\java\ru\bmstu\iu7\src\testdata\QuestionnaireMother.java:otherQuestionnaire -> 266.27 | 5.00 | 1331.37
..\BL\src\test\java\ru\bmstu\iu7\src\testdata\QuestionnaireMother.java:getTwoQuestionnaires -> 11.61 | 0.50 | 5.80
..\BL\src\test\java\ru\bmstu\iu7\src\testdata\QuestionnaireMother.java:getTwoQuestionnairesReversed -> 97.67 | 2.91 | 284.14
..\BL\src\test\java\ru\bmstu\iu7\src\testdata\QuestionnaireMother.java:infoWalking -> 62.51 | 1.63 | 101.58
..\BL\src\test\java\ru\bmstu\iu7\src\testdata\QuestionnaireMother.java:infoSleeping -> 62.51 | 1.08 | 67.32
..\BL\src\test\java\ru\bmstu\iu7\src\testdata\QuestionnaireMother.java:infoSwimming -> 62.51 | 1.08 | 67.32
..\BL\src\test\java\ru\bmstu\iu7\src\testdata\QuestionnaireMother.java:lenaQuestionnaireWithInfo -> 93.77 | 3.27 | 306.87
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ExtendedAnswer.java:getId -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ExtendedAnswer.java:setId -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ExtendedAnswer.java:getWeight -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ExtendedAnswer.java:setWeight -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ExtendedAnswer.java:getAnswer -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ExtendedAnswer.java:setAnswer -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ExtendedAnswer.java:getTags -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ExtendedAnswer.java:setTags -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ExtendedAnswer.java:getQuestion -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ExtendedAnswer.java:setQuestion -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Information.java:getId -> 4.75 | 0.50 | 2.38
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Information.java:setId -> NaN | 0.00 | NaN
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Information.java:getExtendedAnswers -> 4.75 | 0.50 | 2.38
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Information.java:setExtendedAnswers -> 8.00 | 0.50 | 4.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Information.java:getVariantAnswers -> 4.75 | 0.50 | 2.38
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Information.java:setVariantAnswers -> 8.00 | 0.50 | 4.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Information.java:toString -> 8.00 | 0.50 | 4.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Question.java:getIs_extended -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Question.java:setIs_extended -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Question.java:getId -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Question.java:setId -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Question.java:getTags -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Question.java:setTags -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Question.java:getQuestion -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Question.java:setQuestion -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:getId -> 4.75 | 0.50 | 2.38
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:setId -> NaN | 0.00 | NaN
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:getUser -> 4.75 | 0.50 | 2.38
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:setUser -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:getInformation -> 8.00 | 1.00 | 8.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:setInformation -> 12.00 | 1.50 | 18.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:getSearchInformation -> 8.00 | 1.00 | 8.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:setSearchInformation -> 13.93 | 1.00 | 13.93
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:isCensored -> 4.75 | 0.50 | 2.38
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:setCensored -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:getBlackList -> 4.75 | 0.50 | 2.38
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:setBlackList -> 24.00 | 1.50 | 36.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:getFavList -> 4.75 | 0.50 | 2.38
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:setFavList -> 8.00 | 0.50 | 4.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:equals -> 140.00 | 6.22 | 871.11
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:toString -> 8.00 | 1.00 | 8.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:addBlack -> 8.00 | 0.00 | 0.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Questionnaire.java:addFav -> 8.00 | 0.00 | 0.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ReqCache.java:getId -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ReqCache.java:setId -> NaN | 0.00 | NaN
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ReqCache.java:getFactor -> 4.75 | 0.50 | 2.38
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ReqCache.java:setFactor -> 8.00 | 0.50 | 4.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ReqCache.java:getQuestionnaire1 -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ReqCache.java:setQuestionnaire1 -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ReqCache.java:getQuestionnaire2 -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\ReqCache.java:setQuestionnaire2 -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Tag.java:getId -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Tag.java:setId -> NaN | 0.00 | NaN
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Tag.java:getName -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Tag.java:setName -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Tag.java:toString -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Tag.java:equals -> 241.86 | 8.91 | 2154.71
..\DB\src\main\java\ru\bmstu\iu7\impl\model\Tag.java:hashCode -> 8.00 | 0.50 | 4.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\User.java:getId -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\User.java:setId -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\User.java:getName -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\User.java:setName -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\User.java:getAge -> 4.75 | 0.50 | 2.38
..\DB\src\main\java\ru\bmstu\iu7\impl\model\User.java:setAge -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\User.java:isGender -> 4.75 | 0.50 | 2.38
..\DB\src\main\java\ru\bmstu\iu7\impl\model\User.java:setGender -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\User.java:getPassword -> 4.75 | 0.50 | 2.38
..\DB\src\main\java\ru\bmstu\iu7\impl\model\User.java:setPassword -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\User.java:getRole -> 4.75 | 0.50 | 2.38
..\DB\src\main\java\ru\bmstu\iu7\impl\model\User.java:equals -> 233.52 | 8.75 | 2043.26
..\DB\src\main\java\ru\bmstu\iu7\impl\model\VariantAnswer.java:getId -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\VariantAnswer.java:setId -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\VariantAnswer.java:setWeight -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\VariantAnswer.java:setQuestion -> 10.00 | 0.67 | 6.67
..\DB\src\main\java\ru\bmstu\iu7\impl\model\VariantAnswer.java:getQuestion -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\VariantAnswer.java:setTag -> 6.34 | 0.75 | 4.75
..\DB\src\main\java\ru\bmstu\iu7\impl\model\VariantAnswer.java:getWeight -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\model\VariantAnswer.java:getTag -> 2.00 | 0.50 | 1.00
..\DB\src\main\java\ru\bmstu\iu7\impl\ModelFactory.java:makeQuestion -> 70.31 | 1.55 | 108.66
..\DB\src\main\java\ru\bmstu\iu7\impl\ModelFactory.java:makeTag -> 41.21 | 1.57 | 64.76
..\DB\src\main\java\ru\bmstu\iu7\impl\ModelFactory.java:makeUser -> 85.95 | 1.54 | 132.23
..\DB\src\main\java\ru\bmstu\iu7\impl\ModelFactory.java:makeVariantAnswer -> 70.31 | 1.55 | 108.66
..\DB\src\main\java\ru\bmstu\iu7\impl\QuestionTagDto.java:getTagName -> NaN | 0.00 | NaN
..\DB\src\main\java\ru\bmstu\iu7\QuestionnaireRepository.java:findUserQuestionnaires -> 162.53 | 2.76 | 448.91
..\DB\src\main\java\ru\bmstu\iu7\QuestionnaireRepository.java:createQuestionnaire -> 372.53 | 5.94 | 2212.63
..\DB\src\main\java\ru\bmstu\iu7\QuestionnaireRepository.java:update -> 165.06 | 2.29 | 377.28
..\DB\src\main\java\ru\bmstu\iu7\QuestionnaireRepository.java:delete -> 144.95 | 1.63 | 236.49
..\DB\src\main\java\ru\bmstu\iu7\QuestionnaireRepository.java:findQuestionnaire -> 153.80 | 2.25 | 346.05
..\DB\src\main\java\ru\bmstu\iu7\QuestionnaireRepository.java:get_all_questions -> 124.86 | 1.89 | 236.58
..\DB\src\main\java\ru\bmstu\iu7\QuestionnaireRepository.java:deleteQuestionnaire -> 138.30 | 1.67 | 230.50
..\DB\src\main\java\ru\bmstu\iu7\QuestionnaireRepository.java:get_all_questionnaires -> 124.86 | 1.89 | 236.58
..\DB\src\main\java\ru\bmstu\iu7\QuestionnaireRepository.java:deleteUserQuestionnaires -> 149.28 | 2.18 | 324.68
..\DB\src\main\java\ru\bmstu\iu7\QuestionnaireRepository.java:appendQuestion -> 388.35 | 7.11 | 2762.27
..\DB\src\main\java\ru\bmstu\iu7\QuestionnaireRepository.java:appendTag -> 333.40 | 6.75 | 2250.47
..\DB\src\main\java\ru\bmstu\iu7\QuestionnaireRepository.java:findTag -> 122.98 | 2.00 | 245.97
..\DB\src\main\java\ru\bmstu\iu7\ReqCacheRepository.java:insert -> 615.65 | 11.80 | 7267.64
..\DB\src\main\java\ru\bmstu\iu7\ReqCacheRepository.java:delete -> 167.37 | 3.37 | 563.78
..\DB\src\main\java\ru\bmstu\iu7\ReqCacheRepository.java:findAll -> 176.47 | 3.05 | 537.80
..\DB\src\main\java\ru\bmstu\iu7\ReqCacheRepository.java:ClearAll -> 104.25 | 1.44 | 149.86
..\DB\src\main\java\ru\bmstu\iu7\ReqCacheRepository.java:deleteOneCache -> 116.69 | 1.39 | 162.07
..\DB\src\main\java\ru\bmstu\iu7\UserRepository.java:createUser -> 438.81 | 7.70 | 3377.70
..\DB\src\main\java\ru\bmstu\iu7\UserRepository.java:findUser -> 274.72 | 6.92 | 1901.93
..\DB\src\main\java\ru\bmstu\iu7\UserRepository.java:update -> 223.48 | 3.74 | 835.62
..\DB\src\main\java\ru\bmstu\iu7\UserRepository.java:findAll -> 118.59 | 1.92 | 227.30
..\DB\src\main\java\ru\bmstu\iu7\UserRepository.java:saveUser -> 175.93 | 2.87 | 504.85
..\DB\src\main\java\ru\bmstu\iu7\UserRepository.java:findById -> 153.80 | 2.25 | 346.05
..\DB\src\test\java\ru\bmstu\iu7\config\RandomClassOrderer.java:orderClasses -> 8.00 | 0.00 | 0.00
..\DB\src\test\java\ru\bmstu\iu7\testdata\AQuestionnaireBuilder.java:defaultQuestionnaire -> 27.00 | 0.57 | 15.43
..\DB\src\test\java\ru\bmstu\iu7\testdata\AQuestionnaireBuilder.java:createDefaultInfo -> 488.06 | 5.98 | 2920.95
..\DB\src\test\java\ru\bmstu\iu7\testdata\AQuestionnaireBuilder.java:withId -> 12.00 | 2.00 | 24.00
..\DB\src\test\java\ru\bmstu\iu7\testdata\AQuestionnaireBuilder.java:withUser -> 12.00 | 2.00 | 24.00
..\DB\src\test\java\ru\bmstu\iu7\testdata\AQuestionnaireBuilder.java:withInfo1 -> 12.00 | 2.00 | 24.00
..\DB\src\test\java\ru\bmstu\iu7\testdata\AQuestionnaireBuilder.java:withInfo2 -> 12.00 | 2.00 | 24.00
..\DB\src\test\java\ru\bmstu\iu7\testdata\AQuestionnaireBuilder.java:build -> 33.22 | 0.50 | 16.61
..\DB\src\test\java\ru\bmstu\iu7\testdata\AUserBuilder.java:defaultAUser -> 4.75 | 0.50 | 2.38
..\DB\src\test\java\ru\bmstu\iu7\testdata\AUserBuilder.java:withId -> 12.00 | 2.00 | 24.00
..\DB\src\test\java\ru\bmstu\iu7\testdata\AUserBuilder.java:build -> 28.53 | 0.50 | 14.26
..\DB\src\test\java\ru\bmstu\iu7\testdata\QuestionBuilder.java:defaultQuestion -> 151.30 | 2.14 | 324.22
..\DB\src\test\java\ru\bmstu\iu7\testdata\QuestionBuilder.java:withId -> 12.00 | 2.00 | 24.00
..\DB\src\test\java\ru\bmstu\iu7\testdata\QuestionBuilder.java:withQuestionText -> 13.93 | 1.33 | 18.58
..\DB\src\test\java\ru\bmstu\iu7\testdata\QuestionBuilder.java:withTags -> 12.00 | 2.00 | 24.00
..\DB\src\test\java\ru\bmstu\iu7\testdata\QuestionBuilder.java:withIsExtended -> 12.00 | 2.00 | 24.00
..\DB\src\test\java\ru\bmstu\iu7\testdata\QuestionBuilder.java:build -> 70.31 | 1.55 | 108.66
..\DB\src\test\java\ru\bmstu\iu7\testdata\QuestionMother.java:extendedQuestion -> 64.00 | 1.00 | 64.00
..\DB\src\test\java\ru\bmstu\iu7\testdata\QuestionnaireMother.java:lenaQuestionnaire -> 15.51 | 0.50 | 7.75
..\DB\src\test\java\ru\bmstu\iu7\testdata\QuestionnaireMother.java:ivanQuestionnaire -> 15.51 | 0.50 | 7.75
..\DB\src\test\java\ru\bmstu\iu7\testdata\QuestionnaireMother.java:lenaQuestionnaireEntity -> 27.00 | 1.17 | 31.50
..\DB\src\test\java\ru\bmstu\iu7\testdata\TagBuilder.java:withId -> 12.00 | 2.00 | 24.00
..\DB\src\test\java\ru\bmstu\iu7\testdata\TagBuilder.java:withName -> 12.00 | 2.00 | 24.00
..\DB\src\test\java\ru\bmstu\iu7\testdata\TagBuilder.java:build -> 41.21 | 1.57 | 64.76
..\DB\src\test\java\ru\bmstu\iu7\testdata\TagMother.java:defaultTag -> 24.00 | 0.50 | 12.00
..\DB\src\test\java\ru\bmstu\iu7\testdata\TagMother.java:defaultATag -> 33.22 | 0.50 | 16.61
..\DB\src\test\java\ru\bmstu\iu7\testdata\UserBuilder.java:defaultUser -> 4.75 | 0.50 | 2.38
..\DB\src\test\java\ru\bmstu\iu7\testdata\UserBuilder.java:withId -> 12.00 | 2.00 | 24.00
..\DB\src\test\java\ru\bmstu\iu7\testdata\UserBuilder.java:build -> 28.53 | 0.50 | 14.26
..\DB\src\test\java\ru\bmstu\iu7\testdata\UserMother.java:lenaUser -> 15.51 | 0.50 | 7.75
..\DB\src\test\java\ru\bmstu\iu7\testdata\UserMother.java:lenaAUser -> 15.51 | 0.50 | 7.75
..\ML\src\main\java\ru\bmstu\iu7\ML_port.java:logInfo -> 31.70 | 2.40 | 76.08
..\ML\src\main\java\ru\bmstu\iu7\ML_port.java:buildPrompt -> 364.31 | 3.68 | 1340.88
..\ML\src\main\java\ru\bmstu\iu7\ML_port.java:parseResponseTags -> 409.46 | 7.20 | 2948.09
..\ML\src\main\java\ru\bmstu\iu7\ML_port.java:matchTags -> 171.90 | 5.12 | 879.70
..\ML\src\main\java\ru\bmstu\iu7\ML_port.java:parseJson -> 51.89 | 2.86 | 148.26
..\ML\src\main\java\ru\bmstu\iu7\ML_port.java:trimBraces -> 142.62 | 5.79 | 825.18
..\ML\src\main\java\ru\bmstu\iu7\ML_port.java:splitTokens -> 403.25 | 12.00 | 4839.05
..\ML\src\main\java\ru\bmstu\iu7\ML_port.java:extractKeyValue -> 254.79 | 8.76 | 2232.76
..\ML\src\main\java\ru\bmstu\iu7\ML_port.java:findColon -> 203.56 | 10.08 | 2052.57
..\ML\src\main\java\ru\bmstu\iu7\ML_port.java:stripQuotes -> 53.15 | 3.67 | 194.89
..\ML\src\main\java\ru\bmstu\iu7\ML_port.java:logError -> 31.70 | 2.40 | 76.08
